component,eigenvalue,variance_share,cumulative_share,above_mp_edge,above_adjusted_edge
411,0.10126934290248193,0.00021638748483436305,0.991283683982127,False,False
412,0.10040914201603435,0.00021454944875221008,0.9914982334308791,False,False
413,0.0997495308677576,0.00021314002322170425,0.9917113734541009,False,False
414,0.09819274029157292,0.000209813547631566,0.9919211870017324,False,False
415,0.09767172087290661,0.00020870025827544143,0.9921298872600077,False,False
416,0.09688970158430961,0.0002070292768895504,0.9923369165368973,False,False
417,0.09489718666656273,0.00020277176638154425,0.9925396883032789,False,False
418,0.09371192996997546,0.00020023916660251163,0.9927399274698814,False,False
419,0.09294669067143657,0.00019860403989623195,0.9929385315097776,False,False
420,0.09195806663690786,0.0001964915953780082,0.9931350231051556,False,False
421,0.09032186869146704,0.00019299544592193805,0.9933280185510776,False,False
422,0.08962945315051264,0.00019151592553528338,0.9935195344766129,False,False
423,0.08805354796826136,0.0001881486067697892,0.9937076830833826,False,False
424,0.08779662784564901,0.00018759963214882262,0.9938952827155315,False,False
425,0.08630817637613203,0.00018441918029088035,0.9940797018958224,False,False
426,0.08614861332006392,0.0001840782335898801,0.9942637801294123,False,False
427,0.08500040592842073,0.00018162479899235196,0.9944454049284046,False,False
428,0.0838689459051072,0.00017920714936988714,0.9946246120777745,False,False
429,0.08319676712359166,0.00017777086992220434,0.9948023829476967,False,False
430,0.08231276980416723,0.00017588198676104103,0.9949782649344577,False,False
431,0.08172477291491317,0.00017462558315152384,0.9951528905176094,False,False
432,0.08054758086505392,0.00017211021552361946,0.995325000733133,False,False
433,0.07884298126506445,0.0001684679086860351,0.995493468641819,False,False
434,0.07839516947175952,0.000167511045879828,0.9956609796876988,False,False
435,0.07732606536090486,0.0001652266353865488,0.9958262063230854,False,False
436,0.07691422078859073,0.00016434662561664681,0.9959905529487021,False,False
437,0.07513019136964194,0.00016053459694367932,0.9961510875456456,False,False
438,0.07441013742851721,0.00015899602014640425,0.9963100835657921,False,False
439,0.0737190303307959,0.00015751929557862368,0.9964676028613707,False,False
440,0.07294274905023723,0.00015586057489366925,0.9966234634362644,False,False
441,0.07145898360473976,0.00015269013590756355,0.9967761535721719,False,False
442,0.07065248472435814,0.00015096684770161994,0.9969271204198734,False,False
443,0.07033094203052181,0.00015027979066350812,0.9970774002105369,False,False
444,0.06879366149862262,0.00014699500320218504,0.9972243952137391,False,False
445,0.06815303594162495,0.00014562614517441225,0.9973700213589135,False,False
446,0.06686666242756013,0.0001428774838195729,0.9975128988427331,False,False
447,0.06609440806386463,0.00014122736765783038,0.997654126210391,False,False
448,0.06489659741915142,0.00013866794320331496,0.9977927941535942,False,False
449,0.06366268862828633,0.00013603138595787674,0.9979288255395522,False,False
450,0.06319579254618324,0.00013503374475680175,0.998063859284309,False,False
451,0.06147354302014776,0.0001313537244020251,0.9981952130087111,False,False
452,0.06080858867442943,0.00012993288178296883,0.998325145890494,False,False
453,0.05991468155898552,0.00012802282384398613,0.9984531687143381,False,False
454,0.05793103642965118,0.000123784265875323,0.9985769529802133,False,False
455,0.05699406217098695,0.00012178218412604047,0.9986987351643394,False,False
456,0.05625411830620923,0.00012020110749190003,0.9988189362718313,False,False
457,0.05526070542493969,0.00011807843039517024,0.9989370147022264,False,False
458,0.054120638596432034,0.00011564239016331629,0.9990526570923897,False,False
459,0.05314115313003249,0.00011354947250006939,0.9991662065648897,False,False
460,0.05149203341597486,0.00011002571242729669,0.999276232277317,False,False
461,0.050833257077488266,0.0001086180706783937,0.9993848503479954,False,False
462,0.04956015855869733,0.00010589777469807119,0.9994907481226935,False,False
463,0.04767133352005798,0.00010186182376080762,0.9995926099464543,False,False
464,0.046912376979959515,0.00010024012175205022,0.9996928500682063,False,False
465,0.044829499477100576,9.578952879722343e-05,0.9997886395970035,False,False
466,0.04359776514949056,9.315761784079178e-05,0.9998817972148443,False,False
467,0.04248901427771928,9.078849204640869e-05,0.9999725857068906,False,False
468,0.012829889174830576,2.7414293108612335e-05,0.9999999999999992,False,False
